Epoch,Training Loss,Validation Loss,Validation F1 Score,Validation Accuracy
1,1.1973442097504934,0.6129525833659701,0.9607834277137782,0.9608938547486033
2,0.35934308709369767,0.20013385232951905,0.9549551664241116,0.9553072625698324
3,0.1066557361640864,0.14332076886461842,0.9662972309703385,0.9664804469273743
