Epoch,Training Loss,Validation Loss,Validation F1 Score,Validation Accuracy
1,0.8751750229389076,0.2666925977667173,0.9598032756055568,0.959731543624161
2,0.13037847492518842,0.11813100556532542,0.9700315721819095,0.9697986577181208
3,0.053746355184972686,0.10595308433597286,0.9732542618212613,0.9731543624161074
