Epoch,Training Loss,Validation Loss,Validation F1 Score,Validation Accuracy
1,1.470740509033203,1.1795848608016968,0.9454932982758361,0.9444444444444444
2,0.9006231003337436,0.5883633947890737,0.9556733571045165,0.9555555555555556
3,0.43345121410157944,0.2802564255569292,0.9668820630286957,0.9666666666666667
