Epoch,Training Loss,Validation Loss,Validation F1 Score,Validation Accuracy
1,1.274324111143748,0.7661713675448769,0.9534235424461913,0.9530201342281879
2,0.47366844832897187,0.25767267593427706,0.9532184101498827,0.9530201342281879
3,0.14720568537712098,0.15196638039656377,0.9730872247416122,0.9731543624161074
