Epoch,Training Loss,Validation Loss,Validation F1 Score,Validation Accuracy
1,1.5793038447697958,1.5397710651159286,0.4977777777777778,0.4
2,1.4229151328404746,1.370386153459549,0.8296825396825397,0.7666666666666667
3,1.2154847462972005,1.1595668271183968,0.9388694638694638,0.9333333333333333
