Epoch,Training Loss,Validation Loss,Validation F1 Score,Validation Accuracy
1,1.396120540301005,1.0200769265492757,0.8793358840363319,0.8583333333333333
2,0.6941632916529973,0.4360118478536606,0.950808853657428,0.95
3,0.27090588584542274,0.20845270603895188,0.95897370055771,0.9583333333333334
