Epoch,Training Loss,Validation Loss,Validation F1 Score,Validation Accuracy
1,1.1538995107014973,0.5081468365102444,0.9571769563228844,0.9569377990430622
2,0.26461839459481695,0.1891823634505272,0.9527706119493203,0.9521531100478469
3,0.0848688376446565,0.1578386296641152,0.9619802217314529,0.9617224880382775
