Epoch,Training Loss,Validation Loss,Validation F1 Score,Validation Accuracy
1,1.5401475429534912,1.4150432745615642,0.8177289377289376,0.8
2,1.1844147284825643,1.006779392560323,0.9832915622389307,0.9833333333333333
3,0.7760160187880198,0.6160670558611552,0.9664115243062612,0.9666666666666667
