Epoch,Training Loss,Validation Loss,Validation F1 Score,Validation Accuracy
1,0.9707037818743222,0.30345266334274235,0.9703618503639075,0.9702602230483272
2,0.16222376779500228,0.07416975531069671,0.9851184794753455,0.9851301115241635
3,0.053896668652044746,0.10100009135545834,0.9628979755721081,0.9628252788104089
